OBJECT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,LAUNCH
2024-072A,PRC,94.53,97.49,504.0,488.0,UNDEFINED,2024-04-15
1998-067WH,JPN,92.84,51.64,417.0,411.0,UNDEFINED,1998-11-20
1998-067WG,JPN,92.84,51.64,416.0,411.0,UNDEFINED,1998-11-20
1998-067WF,JPN,92.85,51.64,417.0,411.0,UNDEFINED,1998-11-20
2024-069C,CIS,89.88,51.71,354.0,184.0,UNDEFINED,2024-04-11
2024-069B,CIS,90.47,51.72,404.0,191.0,UNDEFINED,2024-04-11
2023-174DL,TBD,94.67,97.46,508.0,497.0,UNDEFINED,2023-11-11
2024-066L,TBD,96.04,45.42,573.0,565.0,LARGE,2024-04-07
2024-066K,IT,96.49,45.61,594.0,588.0,MEDIUM,2024-04-07
2024-066J,US,96.52,45.61,595.0,590.0,MEDIUM,2024-04-07
2024-066H,US,96.51,45.61,594.0,589.0,MEDIUM,2024-04-07
2024-066G,US,96.53,45.61,595.0,590.0,MEDIUM,2024-04-07
2024-066F,TBD,96.51,45.61,594.0,589.0,MEDIUM,2024-04-07
2024-066E,US,96.52,45.61,594.0,590.0,LARGE,2024-04-07
2024-066D,US,96.53,45.61,595.0,590.0,LARGE,2024-04-07
2024-066C,TBD,96.52,45.61,595.0,589.0,LARGE,2024-04-07
2024-066B,US,96.53,45.61,595.0,590.0,MEDIUM,2024-04-07
2024-066A,TBD,96.55,45.61,596.0,590.0,MEDIUM,2024-04-07
2024-065W,US,92.24,53.16,385.0,383.0,UNDEFINED,2024-04-07
2024-065V,US,91.53,53.17,350.0,349.0,UNDEFINED,2024-04-07
2024-065U,US,92.25,53.16,385.0,384.0,UNDEFINED,2024-04-07
2024-065T,US,92.25,53.16,386.0,384.0,UNDEFINED,2024-04-07
2024-065S,US,92.26,53.16,386.0,384.0,UNDEFINED,2024-04-07
2024-065R,US,92.26,53.16,386.0,385.0,UNDEFINED,2024-04-07
2024-065Q,US,92.27,53.16,387.0,385.0,UNDEFINED,2024-04-07
2024-065P,US,92.28,53.16,387.0,386.0,UNDEFINED,2024-04-07
2024-065N,US,92.29,53.16,388.0,386.0,UNDEFINED,2024-04-07
2024-065M,US,92.3,53.16,388.0,386.0,UNDEFINED,2024-04-07
2024-065L,US,92.3,53.16,388.0,387.0,UNDEFINED,2024-04-07
2024-065K,US,92.31,53.16,389.0,387.0,UNDEFINED,2024-04-07
2024-065J,US,92.32,53.16,389.0,388.0,UNDEFINED,2024-04-07
2024-065H,US,92.33,53.17,390.0,388.0,UNDEFINED,2024-04-07
2024-065G,US,92.34,53.16,390.0,388.0,UNDEFINED,2024-04-07
2024-065F,US,91.21,53.17,339.0,329.0,UNDEFINED,2024-04-07
2024-065E,US,91.56,53.17,351.0,350.0,UNDEFINED,2024-04-07
2024-065D,US,91.6,53.17,353.0,352.0,UNDEFINED,2024-04-07
2024-065C,US,91.64,53.17,355.0,354.0,UNDEFINED,2024-04-07
2024-065B,US,91.64,53.16,355.0,355.0,UNDEFINED,2024-04-07
2024-065A,US,91.64,53.16,356.0,354.0,UNDEFINED,2024-04-07
2024-064Y,US,91.39,43.0,344.0,342.0,MEDIUM,2024-04-05
2024-064X,US,91.39,43.0,344.0,342.0,MEDIUM,2024-04-05
2024-064W,US,91.39,43.0,344.0,342.0,MEDIUM,2024-04-05
2024-064V,US,91.39,43.0,344.0,342.0,MEDIUM,2024-04-05
2024-064U,US,91.39,43.0,344.0,342.0,MEDIUM,2024-04-05
2024-064T,US,91.39,43.0,344.0,342.0,MEDIUM,2024-04-05
2024-064S,US,91.39,43.0,344.0,342.0,MEDIUM,2024-04-05
2024-064R,US,91.39,43.0,344.0,342.0,MEDIUM,2024-04-05
2024-064Q,US,91.39,43.0,344.0,342.0,LARGE,2024-04-05
2024-064P,US,91.39,43.0,344.0,341.0,MEDIUM,2024-04-05
2024-064N,US,91.39,43.0,344.0,341.0,LARGE,2024-04-05
2024-064M,US,91.39,43.0,344.0,341.0,MEDIUM,2024-04-05
2024-064L,US,90.93,43.0,321.0,319.0,MEDIUM,2024-04-05
2024-064K,US,91.39,43.0,344.0,341.0,MEDIUM,2024-04-05
2024-064J,US,91.39,43.0,344.0,341.0,MEDIUM,2024-04-05
2024-064H,US,91.39,43.0,344.0,341.0,LARGE,2024-04-05
2024-064G,US,91.39,43.0,344.0,341.0,LARGE,2024-04-05
2024-064F,US,91.38,43.0,344.0,341.0,LARGE,2024-04-05
2024-064E,US,91.38,43.0,343.0,341.0,LARGE,2024-04-05
2024-064D,US,91.38,43.0,343.0,341.0,MEDIUM,2024-04-05
2024-064C,US,91.38,43.0,344.0,341.0,MEDIUM,2024-04-05
2024-064B,US,91.38,43.0,343.0,341.0,MEDIUM,2024-04-05
2024-064A,US,91.38,43.0,344.0,341.0,MEDIUM,2024-04-05
2024-062X,US,92.13,53.16,379.0,378.0,LARGE,2024-04-02
2024-063B,PRC,94.83,34.73,528.0,493.0,LARGE,2024-04-02
2024-063A,PRC,94.52,34.99,499.0,491.0,LARGE,2024-04-02
2024-062W,US,92.12,53.16,380.0,378.0,LARGE,2024-04-02
2024-062V,US,90.6,53.16,304.0,303.0,LARGE,2024-04-02
2024-062U,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062T,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062S,US,92.12,53.16,380.0,378.0,LARGE,2024-04-02
2024-062R,US,92.12,53.16,380.0,378.0,LARGE,2024-04-02
2024-062Q,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062P,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062N,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062M,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062L,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062K,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062J,US,92.13,53.16,380.0,378.0,LARGE,2024-04-02
2024-062H,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062G,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062F,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062E,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062D,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062C,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062B,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-062A,US,92.12,53.16,379.0,378.0,LARGE,2024-04-02
2024-061B,CIS,91.79,97.2,442.0,284.0,LARGE,2024-03-31
2024-061A,CIS,94.0,97.18,472.0,469.0,LARGE,2024-03-31
2024-060Y,US,91.96,43.0,371.0,370.0,LARGE,2024-03-31
2024-060X,US,91.96,43.0,372.0,370.0,LARGE,2024-03-31
2024-060W,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060V,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060U,US,91.81,43.0,364.0,363.0,LARGE,2024-03-31
2024-060T,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060S,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060R,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060Q,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060P,US,91.52,43.0,350.0,348.0,LARGE,2024-03-31
2024-060N,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060M,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060L,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060K,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060J,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060H,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060G,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060F,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060E,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060D,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060C,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060B,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
2024-060A,US,91.81,43.0,364.0,362.0,LARGE,2024-03-31
1983-044GY,CIS,93.18,64.98,451.0,409.0,SMALL,1983-05-07
2024-057Y,US,92.29,43.0,388.0,386.0,LARGE,2024-03-25
2024-057X,US,92.29,43.0,388.0,386.0,LARGE,2024-03-25
2024-057W,US,92.67,43.0,406.0,404.0,LARGE,2024-03-25
2024-057V,US,92.29,43.0,388.0,386.0,LARGE,2024-03-25
2024-057U,US,92.29,43.0,387.0,386.0,LARGE,2024-03-25
2024-057T,US,92.29,43.0,387.0,386.0,LARGE,2024-03-25
2024-057S,US,92.29,43.0,388.0,386.0,LARGE,2024-03-25
2024-057R,US,92.28,43.0,387.0,386.0,LARGE,2024-03-25
2024-057Q,US,92.29,43.0,388.0,386.0,LARGE,2024-03-25
2024-057P,US,92.28,43.0,388.0,386.0,LARGE,2024-03-25
2024-057N,US,92.28,43.0,387.0,386.0,LARGE,2024-03-25
2024-057M,US,92.28,43.0,388.0,386.0,LARGE,2024-03-25
2024-057L,US,92.28,43.0,387.0,386.0,LARGE,2024-03-25
2024-057K,US,92.28,43.0,388.0,385.0,LARGE,2024-03-25
2024-057J,US,92.28,43.0,388.0,385.0,LARGE,2024-03-25
2024-057H,US,92.28,43.0,387.0,386.0,LARGE,2024-03-25
2024-057G,US,92.28,43.0,387.0,385.0,LARGE,2024-03-25
2024-057F,US,92.28,43.0,387.0,386.0,LARGE,2024-03-25
2024-057E,US,92.28,43.0,387.0,385.0,LARGE,2024-03-25
2024-057D,US,92.28,43.0,387.0,385.0,LARGE,2024-03-25
2024-057C,US,92.28,43.0,387.0,385.0,LARGE,2024-03-25
2024-057B,US,92.28,43.0,387.0,385.0,LARGE,2024-03-25
2024-057A,US,92.14,43.0,381.0,378.0,LARGE,2024-03-25
2024-056Y,US,91.55,43.0,352.0,349.0,LARGE,2024-03-24
2024-056X,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056W,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056V,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056U,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056T,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056S,US,91.54,43.0,353.0,347.0,LARGE,2024-03-24
2024-056R,US,91.52,43.0,351.0,348.0,LARGE,2024-03-24
2024-056Q,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056P,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056N,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056M,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056L,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056K,US,91.84,43.0,365.0,364.0,LARGE,2024-03-24
2024-056J,US,91.84,43.0,366.0,363.0,LARGE,2024-03-24
2024-056H,US,91.84,43.0,366.0,363.0,LARGE,2024-03-24
2024-056G,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056F,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056E,US,91.84,43.0,366.0,363.0,LARGE,2024-03-24
2024-056D,US,91.84,43.0,366.0,364.0,LARGE,2024-03-24
2024-056C,US,91.83,43.0,366.0,363.0,LARGE,2024-03-24
2024-056B,US,91.83,43.0,366.0,364.0,LARGE,2024-03-24
2024-056A,US,91.83,43.0,366.0,363.0,LARGE,2024-03-24
2024-055A,CIS,92.89,51.64,420.0,413.0,LARGE,2024-03-23
2024-054A,US,92.89,51.64,420.0,413.0,LARGE,2024-03-21
2024-052F,PRC,94.12,50.1,482.0,469.0,MEDIUM,2024-03-21
2024-052E,PRC,94.14,50.1,483.0,471.0,MEDIUM,2024-03-21
2024-052D,PRC,94.16,50.1,483.0,473.0,MEDIUM,2024-03-21
2024-051D,PRC,89.89,22.28,276.0,263.0,UNDEFINED,2024-03-20
2024-051C,PRC,89.89,22.28,276.0,263.0,UNDEFINED,2024-03-20
2024-050X,US,90.8,53.17,315.0,312.0,UNDEFINED,2024-03-19
2024-050W,US,90.8,53.17,315.0,312.0,UNDEFINED,2024-03-19
2024-050V,US,93.33,53.16,439.0,437.0,LARGE,2024-03-19
2024-050U,US,93.33,53.16,440.0,436.0,LARGE,2024-03-19
2024-050T,US,93.01,53.16,423.0,421.0,LARGE,2024-03-19
2024-050S,US,93.01,53.16,423.0,421.0,LARGE,2024-03-19
2024-050R,US,93.01,53.16,423.0,421.0,LARGE,2024-03-19
2024-050Q,US,93.01,53.16,423.0,421.0,LARGE,2024-03-19
2024-050P,US,93.0,53.16,423.0,420.0,LARGE,2024-03-19
2024-050N,US,93.33,53.16,438.0,436.0,LARGE,2024-03-19
2024-050M,US,93.01,53.16,423.0,421.0,LARGE,2024-03-19
2024-050L,US,93.0,53.16,423.0,421.0,LARGE,2024-03-19
2024-050K,US,93.33,53.16,438.0,437.0,LARGE,2024-03-19
2024-050J,US,93.12,53.16,434.0,421.0,LARGE,2024-03-19
2024-050H,US,93.33,53.16,439.0,436.0,LARGE,2024-03-19
2024-050G,US,93.22,53.16,433.0,431.0,LARGE,2024-03-19
2024-050F,US,93.03,53.16,424.0,421.0,LARGE,2024-03-19
2024-050E,US,93.33,53.16,439.0,437.0,LARGE,2024-03-19
2024-050D,US,91.47,53.16,349.0,344.0,LARGE,2024-03-19
2024-050C,US,93.33,53.16,439.0,436.0,LARGE,2024-03-19
2024-050B,US,93.05,53.16,427.0,421.0,LARGE,2024-03-19
2024-050A,US,93.33,53.16,439.0,436.0,LARGE,2024-03-19
2024-049Y,US,93.46,43.0,445.0,443.0,LARGE,2024-03-16
2024-049X,US,93.46,43.0,445.0,443.0,LARGE,2024-03-16
2024-049W,US,93.01,43.0,423.0,421.0,LARGE,2024-03-16
2024-049V,US,93.47,43.0,445.0,443.0,LARGE,2024-03-16
2024-049U,US,93.47,43.0,445.0,444.0,LARGE,2024-03-16
2024-049T,US,93.02,43.0,426.0,419.0,LARGE,2024-03-16
2024-049S,US,93.47,43.0,444.0,444.0,LARGE,2024-03-16
2024-049R,US,93.47,43.0,445.0,444.0,LARGE,2024-03-16
2024-049Q,US,93.46,43.0,444.0,444.0,LARGE,2024-03-16
2024-049P,US,93.47,43.0,445.0,443.0,LARGE,2024-03-16
2024-049N,US,93.46,43.0,445.0,443.0,LARGE,2024-03-16
2024-049M,US,92.99,43.0,421.0,421.0,LARGE,2024-03-16
2024-049L,US,93.47,43.0,445.0,444.0,LARGE,2024-03-16
2024-049K,US,93.47,43.0,445.0,444.0,LARGE,2024-03-16
2024-049J,US,93.46,43.0,445.0,444.0,LARGE,2024-03-16
2024-049H,US,93.47,43.0,445.0,443.0,LARGE,2024-03-16
2024-049G,US,93.46,43.0,445.0,443.0,LARGE,2024-03-16
2024-049F,US,92.97,43.0,421.0,419.0,LARGE,2024-03-16
2024-049E,US,93.46,43.0,444.0,444.0,LARGE,2024-03-16
2024-049D,US,93.47,43.0,445.0,444.0,LARGE,2024-03-16
2024-049C,US,93.46,43.0,445.0,443.0,LARGE,2024-03-16
2024-049B,US,93.47,43.0,446.0,443.0,LARGE,2024-03-16
2024-049A,US,93.46,43.0,446.0,442.0,LARGE,2024-03-16
2024-048C,PRC,92.6,28.39,683.0,121.0,UNDEFINED,2024-03-13
2023-128B,US,91.38,51.33,372.0,312.0,LARGE,2023-08-26
2024-047B,US,95.92,97.56,573.0,553.0,MEDIUM,2024-03-12
2024-047A,NZ,95.97,97.57,577.0,554.0,MEDIUM,2024-03-12
2024-046Y,US,93.34,53.16,439.0,437.0,LARGE,2024-03-11
2024-046X,US,93.05,53.16,425.0,423.0,LARGE,2024-03-11
2024-046W,US,93.33,53.16,439.0,436.0,LARGE,2024-03-11
2024-046V,US,93.33,53.16,439.0,437.0,LARGE,2024-03-11
2024-046U,US,93.34,53.16,439.0,436.0,LARGE,2024-03-11
2024-046T,US,93.27,53.16,437.0,432.0,LARGE,2024-03-11
2024-046S,US,93.34,53.16,439.0,437.0,LARGE,2024-03-11
2024-046R,US,93.33,53.16,439.0,436.0,LARGE,2024-03-11
2024-046Q,US,93.33,53.16,439.0,436.0,LARGE,2024-03-11
2024-046P,US,93.07,53.16,426.0,423.0,LARGE,2024-03-11
2024-046N,US,93.31,53.16,438.0,436.0,LARGE,2024-03-11
2024-046M,US,93.0,53.16,423.0,420.0,LARGE,2024-03-11
2024-046L,US,93.33,53.16,439.0,436.0,LARGE,2024-03-11
2024-046K,US,93.34,53.16,439.0,436.0,LARGE,2024-03-11
2024-046J,US,93.34,53.16,439.0,437.0,LARGE,2024-03-11
2024-046H,US,93.33,53.16,439.0,436.0,LARGE,2024-03-11
2024-046G,US,93.34,53.16,439.0,437.0,LARGE,2024-03-11
2024-046F,US,93.34,53.16,439.0,437.0,LARGE,2024-03-11
2024-046E,US,93.34,53.16,439.0,437.0,LARGE,2024-03-11
2024-046D,US,93.33,53.16,439.0,437.0,LARGE,2024-03-11
2024-046C,US,93.33,53.16,439.0,436.0,LARGE,2024-03-11
2024-046B,US,93.33,53.16,439.0,437.0,LARGE,2024-03-11
2024-046A,US,93.33,53.16,439.0,437.0,LARGE,2024-03-11
2024-045Y,US,93.47,43.0,445.0,443.0,LARGE,2024-03-10
2024-045X,US,93.46,43.0,445.0,443.0,LARGE,2024-03-10
2024-045W,US,93.46,43.0,445.0,443.0,LARGE,2024-03-10
2024-045V,US,93.46,43.0,445.0,444.0,LARGE,2024-03-10
2024-045U,US,93.46,43.0,445.0,443.0,LARGE,2024-03-10
2024-045T,US,93.46,43.0,445.0,443.0,LARGE,2024-03-10
2024-045S,US,93.46,43.0,445.0,443.0,LARGE,2024-03-10
2024-045R,US,93.47,43.0,445.0,443.0,LARGE,2024-03-10
2024-045Q,US,93.47,43.0,445.0,443.0,LARGE,2024-03-10
2024-045P,US,93.46,43.0,445.0,443.0,LARGE,2024-03-10
2024-045N,US,93.46,43.0,445.0,443.0,LARGE,2024-03-10
2024-045M,US,93.46,43.0,445.0,443.0,LARGE,2024-03-10
2024-045L,US,93.46,43.0,445.0,443.0,LARGE,2024-03-10
2024-045K,US,93.46,43.0,445.0,443.0,LARGE,2024-03-10
2024-045J,US,93.03,43.0,424.0,423.0,LARGE,2024-03-10
2024-045H,US,93.44,43.0,444.0,442.0,LARGE,2024-03-10
2024-045G,US,93.46,43.0,445.0,443.0,LARGE,2024-03-10
2024-045F,US,93.46,43.0,446.0,442.0,LARGE,2024-03-10
2024-045E,US,93.46,43.0,445.0,443.0,LARGE,2024-03-10
2024-045D,US,93.46,43.01,445.0,443.0,LARGE,2024-03-10
2024-045C,US,93.46,43.0,445.0,442.0,LARGE,2024-03-10
2024-045B,US,93.46,43.0,446.0,442.0,LARGE,2024-03-10
2024-045A,US,93.46,43.0,446.0,442.0,LARGE,2024-03-10
2006-011H,TWN,95.03,72.04,564.0,476.0,SMALL,2006-04-15
2023-174DK,FR,95.01,97.46,529.0,509.0,SMALL,2023-11-11
2024-044Y,US,93.46,43.0,445.0,443.0,LARGE,2024-03-04
2024-044X,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044W,US,93.46,43.0,446.0,442.0,LARGE,2024-03-04
2024-044V,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044U,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044T,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044S,US,94.37,43.0,488.0,488.0,LARGE,2024-03-04
2024-044R,US,94.37,43.0,489.0,486.0,LARGE,2024-03-04
2024-044Q,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044P,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044N,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044M,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044L,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044K,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044J,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044H,US,94.37,43.0,490.0,486.0,LARGE,2024-03-04
2024-044G,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044F,US,94.37,43.0,488.0,488.0,LARGE,2024-03-04
2024-044E,US,94.37,43.0,492.0,484.0,LARGE,2024-03-04
2024-044D,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044C,US,94.37,43.0,489.0,487.0,LARGE,2024-03-04
2024-044B,US,93.46,43.0,444.0,444.0,LARGE,2024-03-04
2024-044A,US,93.46,43.0,445.0,443.0,LARGE,2024-03-04
2024-043BC,SPN,94.83,97.47,519.0,502.0,MEDIUM,2024-03-04
2024-043BB,US,94.82,97.46,518.0,502.0,MEDIUM,2024-03-04
2024-043BA,US,94.83,97.46,518.0,503.0,MEDIUM,2024-03-04
2024-043AZ,POR,94.78,97.47,516.0,500.0,SMALL,2024-03-04
2024-043AY,TBD,94.73,97.47,513.0,498.0,SMALL,2024-03-04
2024-043AX,TBD,94.78,97.47,516.0,500.0,SMALL,2024-03-04
2024-043AW,TBD,94.84,97.47,520.0,502.0,SMALL,2024-03-04
2024-043AV,RWA,94.83,97.46,519.0,502.0,SMALL,2024-03-04
2024-043AU,US,94.84,97.46,520.0,502.0,MEDIUM,2024-03-04
2024-043AT,TBD,94.76,97.46,514.0,500.0,SMALL,2024-03-04
2024-043AS,TBD,94.76,97.46,514.0,500.0,SMALL,2024-03-04
2024-043AR,BEl,94.9,97.47,523.0,504.0,LARGE,2024-03-04
2024-043AQ,BEL,94.9,97.47,524.0,504.0,MEDIUM,2024-03-04
2024-043AP,BEL,94.9,97.47,524.0,504.0,MEDIUM,2024-03-04
2024-043AN,TBD,94.88,97.46,522.0,503.0,LARGE,2024-03-04
2024-043AM,US,94.89,97.47,523.0,503.0,MEDIUM,2024-03-04
2024-043AL,US,94.91,97.47,524.0,505.0,MEDIUM,2024-03-04
2024-043AK,TBD,94.91,97.47,524.0,504.0,LARGE,2024-03-04
2024-043AJ,US,94.89,97.47,523.0,504.0,MEDIUM,2024-03-04
2024-043AH,US,94.89,97.46,522.0,504.0,MEDIUM,2024-03-04
2024-043AG,TBD,94.92,97.47,524.0,505.0,LARGE,2024-03-04
2024-043AF,TBD,94.9,97.47,523.0,505.0,LARGE,2024-03-04
2024-043AE,US,94.91,97.46,524.0,505.0,MEDIUM,2024-03-04
2024-043AD,TBD,94.91,97.47,524.0,504.0,MEDIUM,2024-03-04
2024-043AC,BEL,94.93,97.46,525.0,505.0,MEDIUM,2024-03-04
2024-043AB,US,94.94,97.46,526.0,505.0,MEDIUM,2024-03-04
2024-043AA,ARGN,94.9,97.47,524.0,503.0,MEDIUM,2024-03-04
2024-043Z,US,94.94,97.47,526.0,505.0,MEDIUM,2024-03-04
2024-043Y,RWA,94.89,97.47,524.0,503.0,SMALL,2024-03-04
2024-043X,TBD,94.86,97.46,521.0,503.0,MEDIUM,2024-03-04
2024-043W,TBD,94.86,97.47,522.0,502.0,MEDIUM,2024-03-04
2024-043V,SKOR,94.93,97.47,526.0,504.0,MEDIUM,2024-03-04
2024-043U,US,94.81,97.46,519.0,500.0,SMALL,2024-03-04
2024-043T,US,94.84,97.46,521.0,501.0,MEDIUM,2024-03-04
2024-043S,TBD,94.93,97.47,526.0,504.0,MEDIUM,2024-03-04
2024-043R,TBD,94.91,97.47,525.0,503.0,SMALL,2024-03-04
2024-043Q,TBD,94.94,97.47,527.0,504.0,SMALL,2024-03-04
2024-043P,TBD,94.92,97.47,526.0,503.0,SMALL,2024-03-04
2024-043N,TBD,94.93,97.46,526.0,504.0,SMALL,2024-03-04
2024-043M,TBD,94.73,97.47,513.0,498.0,SMALL,2024-03-04
2024-043L,FR,96.48,97.76,598.0,583.0,MEDIUM,2024-03-04
2024-043K,FR,96.5,97.76,599.0,583.0,MEDIUM,2024-03-04
2024-043J,US,96.51,97.75,598.0,585.0,MEDIUM,2024-03-04
2024-043H,US,96.51,97.75,598.0,584.0,MEDIUM,2024-03-04
2024-043G,US,96.51,97.75,599.0,585.0,SMALL,2024-03-04
2024-043F,US,96.51,97.75,599.0,585.0,MEDIUM,2024-03-04
2024-043E,US,96.52,97.75,599.0,584.0,MEDIUM,2024-03-04
2024-043D,US,96.55,97.75,601.0,585.0,LARGE,2024-03-04
2024-043C,FIN,96.56,97.75,601.0,586.0,MEDIUM,2024-03-04
2024-043B,US,96.55,97.75,601.0,585.0,MEDIUM,2024-03-04
2024-043A,SPN,96.58,97.76,604.0,586.0,SMALL,2024-03-04
2024-042A,US,92.89,51.64,419.0,413.0,UNDEFINED,2024-03-04
2024-041Y,US,94.37,43.0,490.0,487.0,LARGE,2024-02-29
2024-041X,US,94.37,43.0,489.0,487.0,LARGE,2024-02-29
2024-041W,US,91.73,43.0,366.0,354.0,LARGE,2024-02-29
2024-041V,US,94.37,43.0,489.0,488.0,LARGE,2024-02-29
2024-041U,US,94.37,43.0,490.0,486.0,LARGE,2024-02-29
2024-041S,US,93.12,43.0,432.0,423.0,LARGE,2024-02-29
2024-041R,US,94.37,43.0,489.0,487.0,LARGE,2024-02-29
2024-041Q,US,94.37,43.0,490.0,485.0,LARGE,2024-02-29
2024-041P,US,94.37,43.0,489.0,487.0,LARGE,2024-02-29
2024-041N,US,94.37,43.0,489.0,487.0,LARGE,2024-02-29
2024-041M,US,94.37,43.0,490.0,486.0,LARGE,2024-02-29
2024-041L,US,94.37,42.99,489.0,487.0,LARGE,2024-02-29
2024-041K,US,93.46,43.0,445.0,443.0,LARGE,2024-02-29
2024-041J,US,94.37,43.0,490.0,486.0,LARGE,2024-02-29
2024-041H,US,94.37,43.0,490.0,486.0,LARGE,2024-02-29
2024-041G,US,91.14,43.0,333.0,328.0,LARGE,2024-02-29
2024-041F,US,94.37,42.99,489.0,487.0,LARGE,2024-02-29
2024-041E,US,94.37,43.0,489.0,487.0,LARGE,2024-02-29
2024-041D,US,94.37,43.0,489.0,487.0,LARGE,2024-02-29
2024-041C,US,94.37,43.0,490.0,486.0,LARGE,2024-02-29
2024-041B,US,94.37,43.0,489.0,487.0,LARGE,2024-02-29
2024-041A,US,94.37,43.0,489.0,487.0,LARGE,2024-02-29
2024-039W,CIS,99.45,89.01,758.0,706.0,LARGE,2024-02-29
2024-039V,TBD,99.65,89.0,755.0,728.0,MEDIUM,2024-02-29
2024-039U,TBD,97.17,95.4,744.0,502.0,SMALL,2024-02-29
2024-039T,TBD,97.17,95.4,745.0,502.0,SMALL,2024-02-29
2024-039S,TBD,97.18,95.4,745.0,502.0,SMALL,2024-02-29
2024-039R,TBD,97.18,95.4,745.0,502.0,SMALL,2024-02-29
2024-039Q,TBD,94.45,97.39,504.0,480.0,MEDIUM,2024-02-29
2024-039P,TBD,94.46,97.39,506.0,478.0,MEDIUM,2024-02-29
2024-039N,TBD,94.44,97.39,506.0,477.0,SMALL,2024-02-29
2024-039M,TBD,94.45,97.39,506.0,477.0,SMALL,2024-02-29
2024-039L,TBD,94.45,97.39,506.0,477.0,SMALL,2024-02-29
2024-039K,TBD,94.45,97.39,507.0,477.0,SMALL,2024-02-29
2024-039J,TBD,94.45,97.39,507.0,477.0,SMALL,2024-02-29
2024-039H,TBD,94.46,97.39,507.0,477.0,SMALL,2024-02-29
2024-039G,TBD,94.46,97.39,507.0,478.0,SMALL,2024-02-29
2024-039F,TBD,94.46,97.39,507.0,477.0,SMALL,2024-02-29
