OBJECT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,LAUNCH
2023-014T,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014S,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014R,US,96.11,70.0,574.0,571.0,LARGE,2023-01-31
2023-014Q,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014P,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014N,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014M,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014L,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014K,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014J,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014H,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014G,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014F,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014E,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014D,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014C,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014B,US,96.11,70.0,574.0,570.0,LARGE,2023-01-31
2023-014A,US,96.16,70.0,577.0,573.0,LARGE,2023-01-31
2023-013BH,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013BG,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013BF,US,95.84,43.01,560.0,558.0,LARGE,2023-01-26
2023-013BE,US,95.84,43.01,561.0,558.0,LARGE,2023-01-26
2023-013BD,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013BC,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013BB,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013BA,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AZ,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AY,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AX,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AW,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AV,US,95.84,43.0,560.0,559.0,LARGE,2023-01-26
2023-013AU,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AT,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AS,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AR,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AQ,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AP,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AN,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AM,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AL,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AK,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AJ,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AH,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AG,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AF,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AE,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AD,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013AC,US,95.84,43.01,560.0,558.0,LARGE,2023-01-26
2023-013AA,US,95.84,43.0,559.0,559.0,LARGE,2023-01-26
2023-013Z,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013Y,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013X,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013W,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013V,US,95.84,43.01,560.0,558.0,LARGE,2023-01-26
2023-013U,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013T,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013S,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013R,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013Q,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013P,US,95.84,43.0,560.0,559.0,LARGE,2023-01-26
2023-013N,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013M,US,95.84,43.01,560.0,558.0,LARGE,2023-01-26
2023-013L,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013K,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013J,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013H,US,95.84,43.01,560.0,558.0,LARGE,2023-01-26
2023-013G,US,95.84,43.01,560.0,558.0,LARGE,2023-01-26
2023-013F,US,95.89,43.0,562.0,561.0,LARGE,2023-01-26
2023-013E,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013D,US,95.89,43.0,563.0,561.0,LARGE,2023-01-26
2023-013C,US,95.84,43.01,560.0,558.0,LARGE,2023-01-26
2023-013B,US,95.84,43.0,560.0,558.0,LARGE,2023-01-26
2023-013A,US,95.84,43.0,559.0,559.0,LARGE,2023-01-26
2023-011D,US,95.33,40.5,538.0,532.0,MEDIUM,2023-01-24
2023-011C,US,95.33,40.49,538.0,532.0,MEDIUM,2023-01-24
2023-011B,US,94.95,40.5,523.0,510.0,MEDIUM,2023-01-24
2023-011A,US,95.33,40.52,537.0,532.0,MEDIUM,2023-01-24
2023-010BC,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010BB,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010BA,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AZ,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AY,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AX,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AW,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AV,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AU,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AT,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AS,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AR,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AQ,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AP,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AN,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AM,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AL,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AK,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AH,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AG,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AF,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AE,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AD,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AC,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AB,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010AA,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010Z,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010Y,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010X,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010W,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010V,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010U,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010T,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010S,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010R,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010Q,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010P,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010N,US,96.11,70.0,574.0,571.0,LARGE,2023-01-19
2023-010M,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010L,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010K,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010J,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010H,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010G,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010F,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010E,US,96.05,70.0,571.0,568.0,LARGE,2023-01-19
2023-010D,US,96.05,70.0,571.0,568.0,LARGE,2023-01-19
2023-010C,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010B,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-010A,US,96.11,70.0,574.0,570.0,LARGE,2023-01-19
2023-007P,PRC,92.94,97.31,423.0,413.0,MEDIUM,2023-01-15
2023-007N,PRC,92.03,97.31,377.0,371.0,MEDIUM,2023-01-15
2023-007M,PRC,93.22,97.31,437.0,427.0,SMALL,2023-01-15
2023-007L,PRC,93.32,97.32,444.0,430.0,LARGE,2023-01-15
2023-007K,PRC,93.42,97.32,447.0,437.0,MEDIUM,2023-01-15
2023-007G,PRC,93.26,97.32,438.0,430.0,MEDIUM,2023-01-15
2023-007F,PRC,93.98,97.32,475.0,463.0,MEDIUM,2023-01-15
2023-007E,PRC,93.4,97.32,445.0,437.0,MEDIUM,2023-01-15
2023-007D,PRC,91.75,97.31,363.0,358.0,MEDIUM,2023-01-15
2023-007C,PRC,92.24,97.31,387.0,382.0,MEDIUM,2023-01-15
2023-007B,PRC,93.32,97.32,441.0,433.0,MEDIUM,2023-01-15
2023-007A,PRC,93.88,97.32,471.0,457.0,LARGE,2023-01-15
2023-006C,PRC,94.89,43.2,520.0,507.0,LARGE,2023-01-13
2023-006B,PRC,94.22,43.19,493.0,469.0,MEDIUM,2023-01-13
2023-006A,PRC,92.56,43.19,415.0,384.0,MEDIUM,2023-01-13
2022-151WX,PRC,96.08,98.55,689.0,453.0,SMALL,2022-11-11
2022-151WU,PRC,98.88,98.67,781.0,630.0,SMALL,2022-11-11
2022-151WR,PRC,98.96,98.7,782.0,636.0,SMALL,2022-11-11
2022-151VR,PRC,98.07,98.67,736.0,596.0,SMALL,2022-11-11
2022-151VA,PRC,98.79,98.67,780.0,622.0,SMALL,2022-11-11
2023-003E,PRC,94.35,97.23,494.0,480.0,MEDIUM,2023-01-09
2023-003D,PRC,93.45,97.23,450.0,437.0,MEDIUM,2023-01-09
2023-003C,PRC,94.35,97.24,493.0,481.0,MEDIUM,2023-01-09
2023-003B,PRC,93.96,97.23,476.0,460.0,MEDIUM,2023-01-09
2023-003A,PRC,94.54,97.23,500.0,492.0,MEDIUM,2023-01-09
2023-001DH,SWTZ,95.31,97.61,540.0,527.0,MEDIUM,2023-01-03
2023-001DG,SWTZ,95.33,97.61,539.0,530.0,MEDIUM,2023-01-03
2023-001DF,SWTZ,95.3,97.61,542.0,524.0,MEDIUM,2023-01-03
2023-001DE,SWTZ,95.3,97.61,538.0,528.0,MEDIUM,2023-01-03
2023-001DD,TBD,94.3,97.43,490.0,479.0,SMALL,2023-01-03
2023-001DC,UK,97.37,98.01,640.0,625.0,MEDIUM,2023-01-03
2023-001CZ,UAE,94.78,97.43,516.0,500.0,SMALL,2023-01-03
2023-001CY,KWT,94.7,97.43,515.0,493.0,SMALL,2023-01-03
2023-001CX,US,93.38,97.42,445.0,435.0,SMALL,2023-01-03
2023-001CW,US,93.39,97.43,446.0,435.0,SMALL,2023-01-03
2023-001CV,US,93.52,97.43,453.0,441.0,SMALL,2023-01-03
2023-001CU,US,93.52,97.43,452.0,441.0,SMALL,2023-01-03
2023-001CT,CZE,94.15,97.43,486.0,469.0,SMALL,2023-01-03
2023-001CS,US,93.53,97.43,453.0,442.0,SMALL,2023-01-03
2023-001CR,US,93.56,97.43,455.0,443.0,SMALL,2023-01-03
2023-001CQ,US,93.58,97.43,456.0,444.0,SMALL,2023-01-03
2023-001CP,US,93.54,97.43,453.0,442.0,MEDIUM,2023-01-03
2023-001CN,NOR,94.68,97.43,513.0,493.0,MEDIUM,2023-01-03
2023-001CM,US,93.4,97.42,447.0,435.0,MEDIUM,2023-01-03
2023-001CL,US,93.6,97.43,456.0,445.0,SMALL,2023-01-03
2023-001CK,TBD,94.22,97.43,489.0,472.0,SMALL,2023-01-03
2023-001CJ,US,93.36,97.42,444.0,434.0,SMALL,2023-01-03
2023-001CH,US,93.4,97.44,446.0,437.0,SMALL,2023-01-03
2023-001CG,US,93.7,97.43,461.0,449.0,MEDIUM,2023-01-03
2023-001CF,LUXE,94.39,97.43,498.0,480.0,MEDIUM,2023-01-03
2023-001CE,LUXE,94.39,97.43,498.0,480.0,MEDIUM,2023-01-03
2023-001CD,LTU,94.54,97.43,505.0,487.0,SMALL,2023-01-03
2023-001CC,US,94.3,97.43,493.0,475.0,MEDIUM,2023-01-03
2023-001CB,US,94.36,97.43,496.0,479.0,MEDIUM,2023-01-03
2023-001CA,TBD,94.53,97.43,505.0,486.0,SMALL,2023-01-03
2023-001BZ,US,94.32,97.43,495.0,476.0,MEDIUM,2023-01-03
2023-001BY,US,94.36,97.43,497.0,479.0,MEDIUM,2023-01-03
2023-001BX,US,94.33,97.43,494.0,477.0,MEDIUM,2023-01-03
2023-001BW,US,94.35,97.43,496.0,479.0,SMALL,2023-01-03
2023-001BV,US,94.83,97.43,520.0,501.0,MEDIUM,2023-01-03
2023-001BU,US,93.6,97.43,457.0,444.0,MEDIUM,2023-01-03
2023-001BT,US,94.36,97.43,496.0,479.0,SMALL,2023-01-03
2023-001BS,ISRA,94.21,97.43,489.0,472.0,SMALL,2023-01-03
2023-001BR,JPN,94.25,97.44,490.0,474.0,MEDIUM,2023-01-03
2023-001BQ,US,94.29,97.43,493.0,476.0,MEDIUM,2023-01-03
2023-001BP,US,94.34,97.43,495.0,478.0,MEDIUM,2023-01-03
2023-001BN,US,94.37,97.43,497.0,479.0,MEDIUM,2023-01-03
2023-001BM,US,94.36,97.43,496.0,479.0,MEDIUM,2023-01-03
2023-001BL,ISRA,93.01,97.43,426.0,418.0,MEDIUM,2023-01-03
2023-001BK,US,94.34,97.44,495.0,478.0,SMALL,2023-01-03
2023-001BJ,US,94.36,97.44,496.0,479.0,MEDIUM,2023-01-03
2023-001BH,ARGN,94.12,97.29,484.0,468.0,MEDIUM,2023-01-03
2023-001BG,US,94.37,97.44,497.0,480.0,MEDIUM,2023-01-03
2023-001BF,US,94.8,97.44,517.0,501.0,MEDIUM,2023-01-03
2023-001BE,AUS,94.96,97.43,526.0,507.0,MEDIUM,2023-01-03
2023-001BD,IT,97.6,98.0,653.0,635.0,LARGE,2023-01-03
2023-001BC,US,94.11,97.43,482.0,469.0,MEDIUM,2023-01-03
2023-001BB,AUS,94.54,97.43,504.0,488.0,MEDIUM,2023-01-03
2023-001BA,US,94.34,97.43,494.0,479.0,MEDIUM,2023-01-03
2023-001AZ,US,94.89,97.43,522.0,504.0,LARGE,2023-01-03
2023-001AY,US,94.34,97.43,495.0,478.0,MEDIUM,2023-01-03
2023-001AX,AUS,94.89,97.43,522.0,504.0,MEDIUM,2023-01-03
2023-001AW,SAFR,94.86,97.43,521.0,503.0,MEDIUM,2023-01-03
2023-001AV,AUS,94.35,97.43,495.0,480.0,MEDIUM,2023-01-03
2023-001AU,IT,95.26,97.61,538.0,524.0,LARGE,2023-01-03
2023-001AT,US,93.92,97.43,469.0,463.0,LARGE,2023-01-03
2023-001AS,FIN,94.59,97.44,510.0,488.0,MEDIUM,2023-01-03
2023-001AR,ARGN,94.11,97.31,478.0,473.0,MEDIUM,2023-01-03
2023-001AQ,ARGN,94.32,97.39,492.0,479.0,MEDIUM,2023-01-03
2023-001AP,US,94.9,97.43,522.0,505.0,MEDIUM,2023-01-03
2023-001AN,ARGN,94.32,97.4,493.0,478.0,MEDIUM,2023-01-03
2023-001AM,DEN,94.22,97.43,487.0,474.0,MEDIUM,2023-01-03
2023-001AL,US,94.42,97.43,498.0,484.0,MEDIUM,2023-01-03
2023-001AK,US,94.36,97.43,495.0,481.0,MEDIUM,2023-01-03
2023-001AJ,AUS,94.66,97.43,510.0,494.0,MEDIUM,2023-01-03
2023-001AH,US,94.34,97.43,494.0,480.0,MEDIUM,2023-01-03
2023-001AG,US,94.06,97.43,479.0,467.0,MEDIUM,2023-01-03
2023-001AF,US,93.76,97.44,465.0,452.0,SMALL,2023-01-03
2023-001AE,US,92.21,97.43,385.0,380.0,MEDIUM,2023-01-03
2023-001AD,US,95.38,97.43,544.0,530.0,LARGE,2023-01-03
2023-001AC,US,94.33,97.43,495.0,478.0,SMALL,2023-01-03
2023-001AB,US,94.92,97.43,523.0,506.0,MEDIUM,2023-01-03
2023-001AA,US,94.02,97.43,476.0,466.0,SMALL,2023-01-03
2023-001Z,US,94.39,97.43,496.0,482.0,MEDIUM,2023-01-03
2023-001Y,US,94.36,97.43,494.0,481.0,MEDIUM,2023-01-03
2023-001X,US,94.23,97.43,488.0,475.0,MEDIUM,2023-01-03
2023-001W,US,94.36,97.43,494.0,481.0,SMALL,2023-01-03
2023-001V,US,94.36,97.43,495.0,481.0,SMALL,2023-01-03
2023-001U,US,94.36,97.43,494.0,481.0,MEDIUM,2023-01-03
2023-001T,US,94.35,97.43,494.0,480.0,SMALL,2023-01-03
2023-001S,US,94.35,97.43,494.0,480.0,MEDIUM,2023-01-03
2023-001R,US,94.37,97.43,495.0,481.0,SMALL,2023-01-03
2023-001Q,US,94.35,97.43,493.0,481.0,MEDIUM,2023-01-03
2023-001P,US,94.37,97.43,494.0,481.0,MEDIUM,2023-01-03
2023-001N,US,94.34,97.43,493.0,480.0,MEDIUM,2023-01-03
2023-001M,US,94.37,97.43,495.0,481.0,MEDIUM,2023-01-03
2023-001L,LUXE,94.4,97.43,497.0,483.0,MEDIUM,2023-01-03
2023-001K,LUXE,94.2,97.43,485.0,474.0,MEDIUM,2023-01-03
2023-001J,US,93.62,97.43,455.0,448.0,SMALL,2023-01-03
2023-001H,TBD,94.82,97.43,517.0,502.0,MEDIUM,2023-01-03
2023-001G,NOR,94.68,97.44,510.0,496.0,MEDIUM,2023-01-03
2023-001F,US,93.21,97.43,434.0,429.0,MEDIUM,2023-01-03
2023-001E,US,93.49,97.43,448.0,443.0,SMALL,2023-01-03
2023-001D,TURK,94.69,97.44,512.0,496.0,SMALL,2023-01-03
2023-001C,FR,94.86,97.44,520.0,504.0,MEDIUM,2023-01-03
2023-001B,SPN,94.82,97.44,517.0,502.0,MEDIUM,2023-01-03
2023-001A,TBD,94.84,97.43,518.0,504.0,SMALL,2023-01-03
2022-151UV,PRC,96.05,98.6,614.0,524.0,SMALL,2022-11-11
2022-151UU,PRC,99.12,98.67,795.0,638.0,SMALL,2022-11-11
2022-151UC,PRC,98.66,99.09,789.0,600.0,SMALL,2022-11-11
2022-151TV,PRC,98.13,98.49,697.0,641.0,SMALL,2022-11-11
2022-151TA,PRC,97.7,98.66,695.0,602.0,SMALL,2022-11-11
2022-151SW,PRC,97.74,98.71,755.0,546.0,SMALL,2022-11-11
2022-151RX,PRC,99.03,99.15,776.0,648.0,SMALL,2022-11-11
2022-151RV,PRC,96.85,98.74,679.0,537.0,SMALL,2022-11-11
2022-151RU,PRC,96.06,98.78,627.0,513.0,SMALL,2022-11-11
2022-151RA,PRC,98.91,98.8,756.0,657.0,SMALL,2022-11-11
2022-151QX,PRC,98.26,98.82,771.0,580.0,SMALL,2022-11-11
2022-151QT,PRC,99.16,98.99,773.0,664.0,SMALL,2022-11-11
2022-151QQ,PRC,98.79,99.13,798.0,604.0,SMALL,2022-11-11
2022-151PZ,PRC,98.9,98.69,798.0,614.0,SMALL,2022-11-11
2022-151PV,PRC,99.56,98.56,772.0,703.0,SMALL,2022-11-11
2022-179A,ISRA,94.08,139.35,495.0,452.0,LARGE,2022-12-30
2022-177BF,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177BE,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177BD,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177BC,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177BB,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177BA,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AZ,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AY,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AX,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AW,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AV,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AU,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AT,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AS,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AR,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AQ,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AP,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AN,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AM,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AL,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AK,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AJ,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AH,US,95.84,43.0,560.0,559.0,LARGE,2022-12-28
2022-177AG,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AF,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AE,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AD,US,95.84,43.01,560.0,558.0,LARGE,2022-12-28
2022-177AC,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AB,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177AA,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177Z,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177Y,US,95.84,43.0,559.0,559.0,LARGE,2022-12-28
2022-177X,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177W,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177V,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177U,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177T,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177S,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177R,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177Q,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177P,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177N,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177M,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177L,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177K,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177J,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177H,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177G,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177F,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177E,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177D,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177C,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177B,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-177A,US,95.84,43.0,560.0,558.0,LARGE,2022-12-28
2022-176A,PRC,94.52,97.32,504.0,487.0,LARGE,2022-12-27
2022-175BF,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175BE,US,95.44,53.22,541.0,538.0,LARGE,2022-12-17
2022-175BD,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175BC,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175BB,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175BA,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AZ,US,95.43,53.22,541.0,538.0,LARGE,2022-12-17
2022-175AY,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AX,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AW,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AV,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AU,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AT,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AS,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AR,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AQ,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AP,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AN,US,95.23,53.22,531.0,529.0,LARGE,2022-12-17
2022-175AM,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AL,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AK,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AJ,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AH,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AG,US,95.44,53.22,541.0,538.0,LARGE,2022-12-17
2022-175AF,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AE,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AD,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AC,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AB,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175AA,US,93.77,53.22,461.0,457.0,LARGE,2022-12-17
2022-175Z,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175Y,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175X,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175W,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175V,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175U,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175T,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175S,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175R,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175Q,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175P,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175N,US,95.44,53.22,541.0,538.0,LARGE,2022-12-17
2022-175M,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175L,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
2022-175K,US,95.44,53.22,541.0,539.0,LARGE,2022-12-17
